,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
2476,4.0,"Let's be honest, it's one of the most popular Pizzerias in the Boston area. Went here before a Bruins game last season with the family and had a great time. If you go there before a game, make sure you get there early enough because there will be a long wait. The line usually wraps down the street, but it's worth the wait.","['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",103847410327451574096,2012-09-17 15:30:12,2012-09-17,en,Regina Pizzeria,"['11 1/2 Thacher St', 'Boston, MA 02113']",False,"[42.365422, -71.056825]","Let's be honest, it's one of the most popular Pizzerias in the Boston area. Went here before a Bruins game last season with the family and had a great time. If you go there before a game, make sure you get there early enough because there will be a long wait. The line usually wraps down the street, but it's worth the wait.",Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.8292}","['honest,', 'popular', 'great', 'sure', 'worth']",['worth'],1,0
2478,4.0,"Wer gutes Essen von der Iberischen Halbinsel mag und außerdem kein Problem mit der Nähe zu seinem Tischnachbarn hat, ist im ""Vasco da Gama"" richtig.",['Mediterranean Restaurant'],114325587223025410248,2013-07-21 14:27:24,2013-07-21,de,Vasco Da Gama,"['Lange Reihe 67', '20099 Hamburg', 'Germany']",False,"[53.558022, 10.011857]","If you like good food from the Iberian Peninsula and don't have a problem with being close to the person sitting next to you, ""Vasco da Gama"" is the right place for you.",Mediterranean Restaurant,True,,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.7689}","['like', 'good', 'problem']",[],1,0
2482,2.0,No real food here. All fillers and fat. Lard and oil is rarely changed.,"['Bar & Grill', 'American Restaurant']",101392357753276616352,2013-04-05 14:30:43,2013-04-05,en,Chili's Grill & Bar,"['385 Marsh Landing Pkwy', 'Jacksonville Beach, FL 32250']",False,"[30.254767, -81.389368]",No real food here. All fillers and fat. Lard and oil is rarely changed.,Bar & Grill,True,,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",['No'],[],1,0
2507,4.0,"I've ordered delivery from here only. The food is always good, particularly their burgers. Their desserts are quite good as well. It is great that Belle Harbor Steakhouse is willing to deliver.",['Steak House'],104597205202670916454,2013-11-15 22:47:58,2013-11-15,en,Belle Harbor Steakhouse,"['268 Beach 116th St', 'Far Rockaway, NY 11694']",False,"[40.581176, -73.837787]","I've ordered delivery from here only. The food is always good, particularly their burgers. Their desserts are quite good as well. It is great that Belle Harbor Steakhouse is willing to deliver.",Steak House,True,,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.911}","['good,', 'good', 'well.', 'great']",[],1,0
2514,4.0,I took my mother to this lovely place one morning and I was happy with the waffles I got. She also seems satisfied with her eggs and toast. One thing that bothered me was when I got chocolate milk they gave me a lot of whip cream inside the chocolate milk. It was great but for 2 dollars ild like to have just a cup of milk with chocolate.,"['American Restaurant', 'Breakfast Restaurant', 'Family Restaurant']",116695418162954393299,2013-01-12 19:45:06,2013-01-12,en,The Worker Bee Café,"['973 Linden Ave', 'Carpinteria, CA 93013']",False,"[34.398755, -119.518782]",I took my mother to this lovely place one morning and I was happy with the waffles I got. She also seems satisfied with her eggs and toast. One thing that bothered me was when I got chocolate milk they gave me a lot of whip cream inside the chocolate milk. It was great but for 2 dollars ild like to have just a cup of milk with chocolate.,American Restaurant,True,,"{'neg': 0.021, 'neu': 0.813, 'pos': 0.165, 'compound': 0.8793}","['lovely', 'happy', 'satisfied', 'bothered', 'great', 'like']",[],1,0
2535,5.0,Excellent food! The cheese steaks are off the chain!,"['Restaurant', 'European Restaurant', 'Pizza Restaurant']",115022269842886311805,2012-12-18 16:27:59,2012-12-18,en,Big D's Pizza,"['3634 Old Capitol Trail', 'Wilmington, DE 19808']",False,"[39.729279, -75.634955]",Excellent food! The cheese steaks are off the chain!,Restaurant,True,,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.6467}",['Excellent'],[],0,1
2558,3.0,"Terrible experience with the food, will never order from here again. The white rice was hard, cold, and partly uncooked. The steamed dumplings were also cold and hard, and the dumpling sauce was only watered down soy sauce. Lo Mein was also hard and overcooked. The free cheese ragoons were the only thing we honestly enjoyed. After $40 for delivery and huge portions of food that was uneatable - I would not recommend them. Lovely woman took the order and delivered it quickly, but the food was so bad.","['Chinese Restaurant', 'Thai Restaurant']",105090192281472461176,2012-10-09 22:22:02,2012-10-09,en,Mr. Ho's Chinese Restaurant,"['8595 College Pkwy #130', 'Fort Myers, FL 33919']",False,"[26.555397, -81.896933]","Terrible experience with the food, will never order from here again. The white rice was hard, cold, and partly uncooked. The steamed dumplings were also cold and hard, and the dumpling sauce was only watered down soy sauce. Lo Mein was also hard and overcooked. The free cheese ragoons were the only thing we honestly enjoyed. After $40 for delivery and huge portions of food that was uneatable - I would not recommend them. Lovely woman took the order and delivered it quickly, but the food was so bad.",Chinese Restaurant,True,,"{'neg': 0.163, 'neu': 0.747, 'pos': 0.09, 'compound': -0.7563}","['Terrible', 'hard,', 'dumplings', 'hard,', 'dumpling', 'hard', 'free', 'honestly', 'enjoyed.', 'huge', 'recommend', 'Lovely', 'bad.']",[],1,0
2559,5.0,"Best Chinese food in Fort Myers! Steamed dumplings, egg rolls, beef with mushrooms, and the Dan Dan noodles are what we had earlier and it was all fantastic. This is honest to goodness amazing Chinese food! You don't see too often anymore where they bring a cup of duck sauce and the crunchy noodles when you first sit. Small, quaint, family restaurant. Haven't ordered delivery yet, but any kind of service would not make this food any less delicious. We've tried every delivery in Fort Myers and this is honestly the best by-far!!","['Asian Restaurant', 'Chinese Restaurant', 'Takeout Restaurant']",118270474415798136304,2012-10-09 22:17:18,2012-10-09,en,Tung Hing Restaurant,"['3605 Fowler St', 'Fort Myers, FL 33901']",False,"[26.611773, -81.861762]","Best Chinese food in Fort Myers! Steamed dumplings, egg rolls, beef with mushrooms, and the Dan Dan noodles are what we had earlier and it was all fantastic. This is honest to goodness amazing Chinese food! You don't see too often anymore where they bring a cup of duck sauce and the crunchy noodles when you first sit. Small, quaint, family restaurant. Haven't ordered delivery yet, but any kind of service would not make this food any less delicious. We've tried every delivery in Fort Myers and this is honestly the best by-far!!",Asian Restaurant,True,,"{'neg': 0.01, 'neu': 0.749, 'pos': 0.241, 'compound': 0.9796}","['Best', 'dumplings,', 'fantastic.', 'honest', 'goodness', 'amazing', 'kind', 'delicious.', 'honestly', 'best']",[],1,0
2579,5.0,,['Deli'],103341519098167671914,2011-12-07 19:41:07,2011-12-07,en,Mike's Deli,"['114 W Middle St', 'Chelsea, MI 48118']",False,"[42.318216, -84.021195]",,Deli,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2582,5.0,,"['Pizza Takeout', 'Delivery Restaurant']",109149414603647257425,2012-10-10 12:57:56,2012-10-10,en,Domino's Pizza,"['25 Jackson Industrial Dr #4', 'Ann Arbor, MI 48103']",False,"[42.288503, -83.843823]",,Pizza Takeout,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2587,5.0,,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",112920427064535337991,2012-10-10 12:55:12,2012-10-10,en,Cottage Inn Pizza,"['3219 Broad St', 'Dexter, MI 48130']",False,"[42.338908, -83.888534]",,European Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2605,3.0,The food is ok. I don't order from here my family does.  I eat the food. The cost matches the price.,"['Chinese Restaurant', 'Asian Restaurant']",101344022209807409061,2012-07-30 09:16:05,2012-07-30,en,China Sea Restaurant,"['2620 Annapolis Rd', 'Severn, MD 21144']",False,"[39.129684, -76.737134]",The food is ok. I don't order from here my family does.  I eat the food. The cost matches the price.,Chinese Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],"['price', 'cost']",1,0
2608,3.0,Horrible. I hate to eat here. My family loves it. I can't eat enough to pay for the value of the meal because the food is bad and my appetite isn't THAT dam big.,"['Buffet Restaurant', 'American Restaurant']",104311100585790045518,2012-07-30 09:24:12,2012-07-30,en,Golden Corral,"['7047 Arundel Mills Blvd', 'Hanover, MD 21076']",False,"[39.153397, -76.72365]",Horrible. I hate to eat here. My family loves it. I can't eat enough to pay for the value of the meal because the food is bad and my appetite isn't THAT dam big.,Buffet Restaurant,True,,"{'neg': 0.262, 'neu': 0.606, 'pos': 0.132, 'compound': -0.7184}","['Horrible.', 'hate', 'loves', 'pay', 'value', 'bad']",['value'],0,1
2612,4.0,Food at these places always good. Worth the money.,"['Italian Restaurant', 'European Restaurant']",109532220854713048274,2012-07-30 09:31:16,2012-07-30,en,Olive Garden Italian Restaurant,"['7061 Arundel Mills Cir', 'Hanover, MD 21076']",False,"[39.153652, -76.727142]",Food at these places always good. Worth the money.,Italian Restaurant,True,,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.5859}","['good.', 'Worth']","['worth', 'money']",1,0
2613,4.0,The food is good. My favorite is the Thai tea. I'm tossed between hot or cold.,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",111916130777431728820,2012-07-30 09:08:16,2012-07-30,en,Little Spice Inc,"['1350 Dorsey Rd', 'Hanover, MD 21076']",False,"[39.158527, -76.710203]",The food is good. My favorite is the Thai tea. I'm tossed between hot or cold.,Thai Restaurant,True,,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.7096}","['good.', 'favorite']",[],1,0
2615,3.0,For all of these places. Food too salty.  Do they only season their chicken with salt more salt and pepper? Sandwiches are too dry. Not worth the price.,"['Chicken Restaurant', 'Fast Food Restaurant', 'Sandwich Shop']",112955266329999973080,2013-05-04 11:00:47,2013-05-04,en,Chick-fil-A,"['7055 Arundel Mills Cir', 'Hanover, MD 21076']",False,"[39.153328, -76.726998]",For all of these places. Food too salty.  Do they only season their chicken with salt more salt and pepper? Sandwiches are too dry. Not worth the price.,Chicken Restaurant,True,,"{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.1695}",['worth'],"['price', 'worth']",0,1
2616,2.0,Not a big fan. I prefer Denny's,"['Restaurant', 'American Restaurant']",117481155309298386011,2013-08-26 12:22:32,2013-08-26,en,Bob Evans Restaurant,"['8325 Benson Dr', 'Columbia, MD 21045']",False,"[39.186126, -76.80036]",Not a big fan. I prefer Denny's,Restaurant,True,,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.2411}",['fan.'],[],0,1
2617,2.0,Ok. Any restaurant in Fells Point Baltimore had better be damn good because the parking sucks.  And tonight the food wasn't worth the drives around the block to find parking.   The food was not worth the 25 I paid for it.,"['Asian Restaurant', 'Sushi Restaurant', 'Vegan Restaurant']",118137712351784631646,2011-04-16 03:38:37,2011-04-15,en,Sticky Rice,"['1634 Aliceanna St', 'Baltimore, MD 21231']",False,"[39.283607, -76.593802]",Ok. Any restaurant in Fells Point Baltimore had better be damn good because the parking sucks.  And tonight the food wasn't worth the drives around the block to find parking.   The food was not worth the 25 I paid for it.,Asian Restaurant,True,,"{'neg': 0.223, 'neu': 0.664, 'pos': 0.113, 'compound': -0.5621}","['better', 'damn', 'good', 'sucks.', 'worth', 'block', 'worth']",['worth'],0,1
2620,4.0,,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",109273027395910162769,2014-03-16 00:19:37,2014-03-15,en,Andiamo! Brick Oven Pizza,"['5600 Biscayne Blvd', 'Miami, FL 33137']",False,"[25.827627, -80.186741]",,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2621,4.0,,"['American Restaurant', 'Lounge', 'Wine Bar']",110509359998692383810,2013-07-20 15:34:59,2013-07-20,en,Lagniappe,"['3425 NE 2nd Ave', 'Miami, FL 33137']",False,"[25.809153, -80.191042]",,American Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2624,4.0,"I've going to Cafe Shane for years and my experience just gets worse every time.  The food is good but my last visit I waited almost 30 minutes after I sat down for anyone to walk over and acknowledge we've been sitting there.  No water, no beverage just sitting there patiently waiting.  I see one of the gentleman walk right past and give a couple waiting on line something to drink. I was appalled at this and eventually I said something.  No sorry for the wait, no nothing.  I ordered my food then waited almost an additional 40 minutes for this guy to even comes close enough for me to ask for another water.  I had to ask to pay my bill before I walked out. Still no apology from anyone except the waitress who I  met before but was not serving me that day. The time before that there was another waitress who took our order then forgot to put in one of the orders then asked if we still wanted it.  Are you kidding me?  As much as I love the food, that was probably my last time there.","['Cafe', 'American Restaurant', 'Diner']",102914385738661712576,2013-04-29 17:30:11,2013-04-29,en,Cafe Shane,"['794 Washington Ave', 'Brooklyn, NY 11238']",False,"[40.674188, -73.963166]","I've going to Cafe Shane for years and my experience just gets worse every time.  The food is good but my last visit I waited almost 30 minutes after I sat down for anyone to walk over and acknowledge we've been sitting there.  No water, no beverage just sitting there patiently waiting.  I see one of the gentleman walk right past and give a couple waiting on line something to drink. I was appalled at this and eventually I said something.  No sorry for the wait, no nothing.  I ordered my food then waited almost an additional 40 minutes for this guy to even comes close enough for me to ask for another water.  I had to ask to pay my bill before I walked out. Still no apology from anyone except the waitress who I  met before but was not serving me that day. The time before that there was another waitress who took our order then forgot to put in one of the orders then asked if we still wanted it.  Are you kidding me?  As much as I love the food, that was probably my last time there.",Cafe,True,,"{'neg': 0.07, 'neu': 0.868, 'pos': 0.063, 'compound': -0.1172}","['worse', 'good', 'No', 'no', 'appalled', 'No', 'sorry', 'no', 'pay', 'no', 'apology', 'kidding', 'love']",[],1,0
2634,2.0,"This was awful, the chips were stall and the salsa was brown!","['Fast Food Restaurant', 'American Restaurant', 'Latin American Restaurant']",111136730773263253793,2013-07-27 16:39:02,2013-07-27,en,Chili's Grill & Bar,"['3530 SW Archer Rd', 'Gainesville, FL 32608']",False,"[29.623173, -82.376626]","This was awful, the chips were stall and the salsa was brown!",Fast Food Restaurant,True,,"{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.6239}","['awful,', 'stall']",[],1,0
2636,5.0,"AWESOME! 100% authentic. Plus it is cheap. I love going out here with my SO. This place deserves more customers. Portions are amazing and the salsa is great. Never got old or stale food. This is def a fav place, you will love it.","['Mexican Restaurant', 'Latin American Restaurant']",112546195845142008396,2013-08-15 17:29:56,2013-08-15,en,La Nopalera Mexican Restaurant,"['3265 SW 34th St', 'Gainesville, FL 32608']",False,"[29.624405, -82.371806]","AWESOME! 100% authentic. Plus it is cheap. I love going out here with my SO. This place deserves more customers. Portions are amazing and the salsa is great. Never got old or stale food. This is def a fav place, you will love it.",Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9786}","['AWESOME!', 'love', 'amazing', 'great.', 'fav', 'love']",['cheap'],1,0
