,name,address,closed,gPlusPlaceId,gps,Class_,Class_$,Class_$$,Class_$$$,location_cluster,rating,categories,unixReviewTime,reviewTime,top_category,relevant_cat,translated,cat_cluster,sentiment,charged_words,price_words
499,China Tea Room,"['11112 S Tryon St', 'Charlotte, NC 28273']",False,109743192039295598066,"[35.116965, -80.961574]",0,0,1,0,0.0,4.0,"['Asian Restaurant', 'Chinese Restaurant']",2008-08-14 23:25:41,2008-08-14,Asian Restaurant,True,,,,,[]
500,Boccacinos Restaurant's,"['1251 Avenue McGill College', 'Montréal, QC QC, H3B 2Y4', 'Canada']",False,114120467444588845477,"[45.501796, -73.570389]",0,0,1,0,0.0,3.0,"['European Restaurant', 'Italian Restaurant']",2012-12-02 21:38:18,2012-12-02,European Restaurant,True,Nice Adnams pub serving good real ales. And they hold a pub quiz with a £100 bar tab for the winning team.,3.0,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8442}","['Nice', 'good', 'winning']",[]
501,Chipotle Mexican Grill,"['307 N Sepulveda Blvd', 'El Segundo, CA 90245']",False,107235764581293994773,"[33.919692, -118.396496]",0,0,0,1,0.0,5.0,['Mexican Restaurant'],2012-10-13 23:45:48,2012-10-13,Mexican Restaurant,True,,,,,[]
502,China Sea Restaurant,"['2620 Annapolis Rd', 'Severn, MD 21144']",False,101344022209807409061,"[39.129684, -76.737134]",0,0,1,0,0.0,3.0,"['Chinese Restaurant', 'Asian Restaurant']",2012-07-30 09:16:05,2012-07-30,Chinese Restaurant,True,,,,,[]
503,Skipjack's,"['226 Patriot Pl', 'Foxborough, MA 02035']",False,109460209867410754501,"[42.093621, -71.266251]",0,0,1,0,0.0,4.0,['Seafood Restaurant'],2004-11-08 00:00:00,2004-11-07,Seafood Restaurant,True,,,,,[]
504,Veeraswamy,"['Mezzanine Floor, Victoria House', '99-101 Regent St', 'London W1B 4RS, United Kingdom']",False,105593920210466607032,"[51.509977, -0.137747]",0,0,1,0,0.0,3.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-03-10 12:40:00,2012-03-10,Indian Restaurant,True,,,,,[]
505,Camp Washington Chilli,"['3005 Colerain Ave', 'Cincinnati, OH 45225']",False,102150056919327230217,"[39.137417, -84.537706]",0,0,0,1,0.0,5.0,"['American Restaurant', 'Fast Food Restaurant', 'Beverages']",2014-03-23 03:10:14,2014-03-22,American Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
506,Hof's Hut Restaurant & Bakery,"['4251 Long Beach Blvd', 'Long Beach, CA 90807']",False,110544887792832803295,"[33.835661, -118.18999]",0,0,1,0,0.0,4.0,['American Restaurant'],2013-01-12 17:09:10,2013-01-12,American Restaurant,True,WI love this place the price is good the food is excellent and the staff is wonderful thank yo,1.0,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.9517}","['love', 'good', 'excellent', 'wonderful', 'thank']",['price']
507,Vito's,"['846 N La Cienega Blvd', 'West Hollywood, CA 90069']",False,103800897060890948933,"[34.086451, -118.376277]",0,0,1,0,0.0,5.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2013-09-18 20:04:55,2013-09-18,Pizza Restaurant,True,Great food pleasant staff. They are NOT open around the clock as their name suggests though. Darn it!,2.0,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.8268}","['Great', 'pleasant']",[]
508,Happy City Restaurant,"['6 Plaza Ter', 'Somersworth, NH 03878']",False,118167942674853989349,"[43.258494, -70.862864]",0,0,1,0,0.0,5.0,"['Chinese Restaurant', 'Asian Restaurant']",2013-11-07 18:15:05,2013-11-07,Chinese Restaurant,True,"Ack.  What can Pumkin Escobar say about this place?  The menu language didn't match the food that arrived in front of me and the it also said the fries was fresh cut and they were CLEARLY FROZEN.  If there's one thing Pumkin Escobar will not stand for, it is a french fry lie.  Seriously, the dude does NOT abide.  Then when I complained that the fries, the owner tells me that they HAD fresh cut fries, but they switched because it was too much work.  Too much work?  For great fries?  Foolishness and as a result, I have not returned.  I mean, if frozen shoe string fries from the frozen section of your local Associated is your thing, then, by all means, go ahead, but I don't have to live like some animal.",1.0,"{'neg': 0.068, 'neu': 0.831, 'pos': 0.101, 'compound': 0.788}","['fresh', 'cut', 'CLEARLY', 'Seriously,', 'complained', 'fresh', 'cut', 'great', 'Foolishness', 'like']",[]
509,Helmand,"['143 First St', 'Cambridge, MA 02142']",False,100983955395755364687,"[42.366491, -71.07807]",0,0,1,0,0.0,5.0,"['Afghani Restaurant', 'Asian Restaurant']",2004-11-08 00:00:00,2004-11-07,Afghani Restaurant,True,,,,,[]
510,China Pearl,"['9 Tyler St', 'Boston, MA 02111']",False,108231954725849173874,"[42.351087, -71.060718]",0,0,1,0,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant']",2004-11-08 00:00:00,2004-11-07,Chinese Restaurant,True,,,,,[]
511,Polli's Mexican Restaurant,"['1202 Makawao Ave', 'Makawao, HI 96768']",False,110389130768408616617,"[20.853862, -156.310178]",0,0,1,0,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-07-13 09:19:28,2012-07-13,Mexican Restaurant,True,,,,,[]
512,Buz and Ned's Real Barbecue - Boulevard,"['1119 N Blvd', 'Richmond, VA 23230']",False,100224459336624574700,"[37.565337, -77.468481]",0,0,0,1,0.0,2.0,['Barbecue Restaurant'],2012-08-28 18:28:44,2012-08-28,Barbecue Restaurant,True,,,,,[]
513,Rogano,"['11 Exchange Pl', 'Glasgow, Lanarkshire G1 3AN', 'United Kingdom']",False,100331593102698578403,"[55.860104, -4.253597]",0,0,1,0,0.0,4.0,"['Restaurant', 'Seafood Restaurant', 'Fish and Seafood Restaurant']",2012-01-17 15:40:27,2012-01-17,Restaurant,True,"Nice place, good food, good service, great value.",1.0,"{'neg': 0.0, 'neu': 0.166, 'pos': 0.834, 'compound': 0.9337}","['Nice', 'good', 'good', 'great', 'value.']",[]
514,Aquitaine Bar a Vin Bistrot,"['500 Legacy Pl', 'Dedham, MA 02026']",False,116650167024577331210,"[42.231143, -71.178624]",0,0,1,0,0.0,5.0,"['French Restaurant', 'Bistro', 'Fine Dining Restaurant']",2004-11-05 00:00:00,2004-11-04,French Restaurant,True,,,,,[]
515,Rocco's Cafe,"['1131 Folsom St', 'San Francisco, CA 94103']",False,100681827139733473846,"[37.776037, -122.408558]",0,0,1,0,0.0,5.0,"['Cafe', 'Italian Restaurant']",2011-04-15 15:24:00,2011-04-15,Cafe,True,,,,,[]
516,On The Border Mexican Grill & Cantina,"['790 Cobb Pl Blvd NW', 'Kennesaw, Georgia 30144']",False,113336978399758131316,"[34.037172, -84.589182]",0,0,1,0,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2013-02-11 20:00:02,2013-02-11,Mexican Restaurant,True,,,,,[]
517,Paragon Restaurant,"['1309 NW Hoyt St', 'Portland, OR 97209']",False,105426769974825956421,"[45527294.0, -122684543.0]",0,0,1,0,71.0,4.0,"['New American Restaurant', 'Bar', 'Wedding Venue']",2013-08-23 02:30:27,2013-08-22,New American Restaurant,True,,,,,[]
518,Althea's,"['220 Miami Ave W', 'Venice, FL 34285']",False,104917464199204253802,"[27.099023, -82.446524]",0,0,1,0,0.0,1.0,"['Restaurant', 'American Restaurant']",2014-02-25 20:29:10,2014-02-25,Restaurant,True,,,,,[]
519,The Front Room,"['73 Congress St', 'Portland, ME 04101']",False,108827309138198161382,"[43.667218, -70.246427]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Bar']",2013-05-20 23:44:41,2013-05-20,American Restaurant,True,Food was very fast  and hot. Cheese fries were good.,0.0,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",['good.'],[]
520,Wild Abandon,"['2411 SE Belmont St', 'Portland, OR 97214']",False,111591611107694675084,"[45.516548, -122.641179]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Continental Restaurant']",2013-09-08 18:22:11,2013-09-08,American Restaurant,True,,,,,[]
521,Anthony's Pier 4,"['140 Northern Ave', 'Boston, MA 02210']",True,115209446432669540174,"[42.353414, -71.041524]",0,0,1,0,0.0,3.0,"['Restaurant', 'Seafood Restaurant', 'Fine Dining Restaurant']",2006-06-15 00:00:00,2006-06-14,Restaurant,True,,,,,[]
522,Starbucks,"['Avenida Higienópolis, 618 - Consolação', 'São Paulo - SP', '01238-000, Brazil']",False,113144684331988291535,"[-23.543002, -46.657619]",0,0,1,0,0.0,5.0,['Cafe'],2013-11-26 13:19:09,2013-11-26,Cafe,True,,,,,[]
523,Burger King,"['851 2nd Ave', 'Troy, NY 12182']",False,117375003782548234778,"[42.785125, -73.672513]",0,0,0,1,0.0,2.0,"['Hamburger Restaurant', 'Fast Food Restaurant']",2013-02-26 23:41:37,2013-02-26,Hamburger Restaurant,True,Cracking night out! Great rock and roll!,3.0,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.6892}",['Great'],[]
524,Borriello Brothers Thin Crust Pizza,"['215 E Platte Ave', 'Colorado Springs, CO 80903']",False,103760597537950808267,"[38.837789, -104.82037]",0,0,1,0,0.0,3.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2011-04-27 23:33:57,2011-04-27,Pizza Restaurant,True,,,,,[]
525,Five Guys Burgers and Fries,"['15837 S La Grange Rd', 'Orland Park, IL 60462']",False,118406103299580131370,"[41.603704, -87.852615]",0,0,0,1,0.0,3.0,"['Fast Food Restaurant', 'Hamburger Restaurant']",2013-03-31 01:15:42,2013-03-30,Fast Food Restaurant,True,,,,,[]
526,Olive Garden Italian Restaurant,"['7061 Arundel Mills Cir', 'Hanover, MD 21076']",False,109532220854713048274,"[39.153652, -76.727142]",0,0,1,0,0.0,4.0,"['Italian Restaurant', 'European Restaurant']",2012-07-30 09:31:16,2012-07-30,Italian Restaurant,True,,,,,[]
527,Britts Barbeque,"['408 Main St', 'El Segundo, CA 90245']",False,116685161343440998716,"[33.921238, -118.416058]",0,0,1,0,0.0,5.0,['Barbecue Restaurant'],2013-07-19 19:29:41,2013-07-19,Barbecue Restaurant,True,,,,,[]
528,Giraffe,"['1 Crispin Pl', 'London E1 6DW', 'United Kingdom']",False,118282838862573376831,"[51.519411, -0.076332]",0,0,0,1,0.0,5.0,"['Restaurant', 'Eclectic Restaurant', 'Juice Shop']",2013-06-02 22:30:05,2013-06-02,Restaurant,True,,,,,[]
529,Bob Evans Restaurant,"['8001 Brier Creek Pkwy', 'Raleigh, NC 27617']",False,101740087323686397084,"[35.910965, -78.781713]",0,0,0,1,0.0,4.0,['American Restaurant'],2013-02-15 16:06:56,2013-02-15,American Restaurant,True,,,,,[]
530,Vasco Da Gama,"['Lange Reihe 67', '20099 Hamburg', 'Germany']",False,114325587223025410248,"[53.558022, 10.011857]",0,0,1,0,0.0,4.0,['Mediterranean Restaurant'],2013-07-21 14:27:24,2013-07-21,Mediterranean Restaurant,True,,,,,[]
531,Claim Jumper,"['43330 Pacific Commons Blvd', 'Fremont, CA 94538']",False,108746023275096721325,"[37.504402, -121.972994]",0,0,1,0,0.0,4.0,['Steak House'],2013-08-18 01:55:30,2013-08-17,Steak House,True,,,,,[]
532,Porcini's,"['68 School St', 'Watertown, MA 02472']",False,105479662290776779780,"[42.364806, -71.16657]",0,0,1,0,0.0,5.0,"['Restaurant', 'European Restaurant', 'Italian Restaurant']",2006-10-28 00:00:00,2006-10-27,Restaurant,True,,,,,[]
533,DOSA on Fillmore,"['1700 Fillmore St', 'San Francisco, CA 94115']",False,103394728467953830615,"[37.785289, -122.432991]",0,0,1,0,0.0,5.0,"['Indian Restaurant', 'Asian Restaurant']",2011-04-15 15:52:08,2011-04-15,Indian Restaurant,True,,,,,[]
534,Penang,"['685 Washington St', 'Boston, MA 02116']",False,106392685926544187913,"[42.351373, -71.063005]",0,0,1,0,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant', 'Thai Restaurant']",2004-11-08 00:00:00,2004-11-07,Chinese Restaurant,True,,,,,[]
535,The Elephant Walk,"['2067 Massachusetts Ave', 'Cambridge, MA 02140']",False,100057162851776476810,"[42.391357, -71.122871]",0,0,1,0,0.0,5.0,"['Cambodian Restaurant', 'French Restaurant']",2006-10-28 00:00:00,2006-10-27,Cambodian Restaurant,True,,,,,[]
536,The Pilot,"['56 Wellesley Rd', 'Chiswick', 'London W4 4BZ, United Kingdom']",False,112439564363043005980,"[51.490335, -0.277697]",0,0,0,1,0.0,4.0,['Gastropub'],2012-08-28 21:13:06,2012-08-28,Gastropub,True,,,,,[]
537,sushi o sushi,"['2789 El Camino Real', 'Santa Clara, CA 95051']",False,115935235307703258748,"[37.353044, -121.977134]",0,0,1,0,0.0,4.0,"['Japanese Restaurant', 'Asian Restaurant', 'Seafood Restaurant']",2011-04-15 15:24:22,2011-04-15,Japanese Restaurant,True,,,,,[]
538,Bombay Brasserie,"['Courtfield Rd', 'London SW7 4QH', 'United Kingdom']",False,107671786667443966264,"[51.493933, -0.182738]",0,0,1,0,0.0,4.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2011-01-27 00:00:00,2011-01-26,Indian Restaurant,True,,,,,[]
539,Riverbay Roadhouse Inc,"['1374 Cape St Claire Rd', 'Annapolis, MD 21409']",False,113932499593366661903,"[39.037721, -76.439323]",0,0,1,0,0.0,4.0,"['Steak House', 'Seafood Restaurant']",2012-12-09 13:49:25,2012-12-09,Steak House,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
540,The Palm Restaurant,"['837 2nd Ave', 'New York, NY 10017']",False,117796281546532500045,"[40.75166, -73.971098]",0,0,1,0,0.0,5.0,['Steak House'],2011-12-27 22:58:23,2011-12-27,Steak House,True,,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
541,Acropolis Cafe & Grille,"['20659 Catawba Ave', 'Cornelius, NC 28031']",False,100128450483253828262,"[35.483917, -80.872101]",0,0,1,0,0.0,5.0,"['Restaurant', 'European Restaurant', 'Mediterranean Restaurant']",2012-12-10 02:01:21,2012-12-09,Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
542,Old Port Lobster Shack,"['851 Veterans Blvd', 'Redwood City, CA 94063']",False,106455018675066081494,"[37.490831, -122.22816]",0,0,1,0,0.0,5.0,['Seafood Restaurant'],2011-04-15 20:08:33,2011-04-15,Seafood Restaurant,True,,,,,[]
543,Relae,"['Jægersborggade 41', '2200 København', 'Denmark']",False,108728905273377248905,"[55.69302, 12.543417]",0,0,1,0,0.0,5.0,['Eclectic Restaurant'],2012-06-12 23:23:27,2012-06-12,Eclectic Restaurant,True,,,,,[]
544,Pizza Hut,"['1811 Guadalupe St', 'Austin, TX 78701']",False,106688000258518784276,"[30.281261, -97.741478]",0,0,0,1,0.0,3.0,"['Pizza Restaurant', 'European Restaurant']",2012-12-22 03:30:46,2012-12-21,Pizza Restaurant,True,OMG we are from Ohio and have eaten at several places on our vacation and this was by far the BEST!!! Wish we had this up home!!!! You get tons of food for your $!!! It's a must try :),1.0,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9153}","['BEST!!!', 'Wish', ':)']",[]
545,Pigalle Restaurant,"['75 Charles St S', 'Boston, MA 02116']",True,108238093481774173695,"[57.295779, -180.0]",0,0,1,0,0.0,5.0,"['French Restaurant', 'Bar']",2009-06-06 00:00:00,2009-06-05,French Restaurant,True,,,,,[]
546,Hamada of Japan,"['18310 N Creek Dr', 'Tinley Park, IL 60477']",False,111174663089740543108,"[41.557957, -87.796792]",0,0,1,0,0.0,5.0,"['Japanese Restaurant', 'Sushi Restaurant']",2012-02-17 03:25:32,2012-02-16,Japanese Restaurant,True,,,,,[]
547,California Pizza Kitchen,"['Lakewood Center', '500 Lakewood Center Mall', 'Lakewood, CA 90712']",False,107105197794895284641,"[33.851686, -118.141021]",0,0,1,0,0.0,4.0,"['European Restaurant', 'Pizza Restaurant', 'American Restaurant']",2012-06-17 00:09:40,2012-06-16,European Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
548,Blue C Sushi,"['3000 184th St SW', 'Lynnwood, WA 98037']",False,115559063214829389505,"[47.83088, -122.273259]",0,0,1,0,0.0,2.0,"['Asian Restaurant', 'Japanese Restaurant', 'Sushi Restaurant']",2012-03-27 01:41:42,2012-03-26,Asian Restaurant,True,,,,,[]
549,Hong Kong Garden,"['21718 S Vermont Ave', 'Torrance, CA 90502']",False,112716722188888873393,"[33.830925, -118.290091]",0,0,0,1,0.0,2.0,['Restaurant'],2012-09-27 18:59:39,2012-09-27,Restaurant,True,Best Pizza to cool and BBQ Crisp Crust 1 piece is a meal Thanks Yarrow Pizza,1.0,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8555}","['Best', 'cool', 'Thanks']",[]
550,Teriyaki Madness,"['111 15th Ave E', 'Seattle, WA 98112']",False,107071516850890561109,"[47.618655, -122.312881]",0,0,1,0,0.0,4.0,"['Japanese Restaurant', 'Asian Restaurant']",2012-06-06 00:46:10,2012-06-05,Japanese Restaurant,True,"I use to go to this spot often. It has been going down hill for years. The original owner died years ago and his brother took over the establishment. Yes, the brother is rude and possibly raciest, I cannot be sure of his motives. What I do know is that episodes of non-hospitality at the Needle has chased away many a jazz aficionado, casual repeating customers and myself. It is a shame because the upper west side could use an additional jazz/watering hole.",3.0,"{'neg': 0.123, 'neu': 0.805, 'pos': 0.072, 'compound': -0.7061}","['original', 'died', 'Yes,', 'rude', 'sure', 'casual', 'shame']",[]
551,Culver's,"['3349 E Main St', 'Merrill, WI 54452']",False,109752220164577961107,"[45.17745, -89.65272]",0,0,0,1,0.0,5.0,"['Fast Food Restaurant', 'Hamburger Restaurant']",2011-12-18 01:38:44,2011-12-17,Fast Food Restaurant,True,,,,,[]
552,Eamonn's A Dublin Chipper,"['728 King St', 'Alexandria, VA 22314']",False,101223243259821862422,"[38.805109, -77.047972]",0,0,1,0,0.0,2.0,"['Irish Restaurant', 'European Restaurant', 'Seafood Restaurant']",2013-10-16 01:36:19,2013-10-15,Irish Restaurant,True,"Well, I've never squeezed, but I'm going to be happy today",2.0,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}","['Well,', 'happy']",[]
553,Gloria's Mexican Restaurant,"['7027 California City Blvd', 'California City, CA 93505']",False,102452878095089612889,"[35.126212, -118.00204]",0,0,1,0,0.0,5.0,"['Latin American Restaurant', 'Mexican Restaurant']",2013-01-14 17:52:45,2013-01-14,Latin American Restaurant,True,"Plenty of inexpensive and delicious skewer tasters to sample the flavor set. I've stopped in previously for an amazing dinner, and am presently out front in the sun enjoying an equally satisfying lunch with The Clash, Gorillaz, and more great tunes. The staff are all friendly and knowledgeable. Perfect!",1.0,"{'neg': 0.028, 'neu': 0.6, 'pos': 0.373, 'compound': 0.9766}","['delicious', 'stopped', 'amazing', 'enjoying', 'satisfying', 'great', 'friendly', 'Perfect!']",['inexpensive']
554,The Pontefract Castle,"['73 Wigmore St', 'London W1U 1QB', 'United Kingdom']",False,111346853289971133066,"[51.515987, -0.150648]",0,0,0,1,0.0,3.0,['Gastropub'],2012-03-12 17:09:39,2012-03-12,Gastropub,True,,,,,[]
555,Scatori's Pizzeria & Italian Restaurant,"['1399 S Commons Dr', 'Myrtle Beach, SC 29588']",False,112406447313124706744,"[33.650345, -78.984452]",0,0,1,0,0.0,3.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2013-08-21 03:06:00,2013-08-20,Pizza Restaurant,True,,,,,[]
556,Carrabba's Italian Grill,"['2030 Sugarloaf Cir', 'Duluth, GA 30097']",False,116466400635787556501,"[33.987887, -84.087102]",0,0,1,0,0.0,5.0,"['Italian Restaurant', 'European Restaurant']",2013-07-23 01:54:39,2013-07-22,Italian Restaurant,True,Open until late! Great after a night out.,0.0,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.6588}",['Great'],[]
557,Super Pollo,"['1731 Superior Ave', 'Costa Mesa, CA 92627']",False,110228001114480785286,"[33.637505, -117.922836]",0,0,1,0,0.0,4.0,['Chicken Restaurant'],2013-03-23 18:44:26,2013-03-23,Chicken Restaurant,True,"I wanted to eat there with my girlfriend, and when we looked at the menu we noticed that there were a lot of dishes missing, so that we could get an idea of ​​the dishes that mostly sounded strange. After we received the card quite quickly, it took about 20 minutes until we could place our order. Changes to the order only come with a hefty surcharge. Not all products listed on the menu were also available. We ordered food and drinks together. The drinks came after 15 minutes. We both ordered a Fanta, and it was served without consultation by the waiter Merinda. After us came a soccer team and another 5 minutes later another couple. The footballers ordered and received their food after 10 minutes. The couple after 15 minutes. The football players had already finished eating and we still didn't have our food. 35 minutes after placing our order we left the restaurant without eating and without paying.",1.0,"{'neg': 0.025, 'neu': 0.975, 'pos': 0.0, 'compound': -0.4588}","['missing,', 'strange.']",[]
558,Larry's Ice Cream & Gelatos,"['6595 Gulf Blvd', 'St Pete Beach, FL 33706']",False,116405932853122160906,"[27.736397, -82.74743]",0,0,0,1,0.0,4.0,"['Cafe', 'Dessert Shop', 'Frozen Yogurt Shop']",2013-03-24 23:49:35,2013-03-24,Cafe,True,,,,,[]
